Nome;Classe;Código;CNPJ;Nome;Tipo de Ativo;ISIN;Setor Econômico|Bovespa;Subsetor Bovespa;Segmento Bovespa
Eletropar;ON;LIPR3;1104937000170;Eletropar;Ação;BRLIPRACNOR7;Utilidade pública;Energia elétrica;Energia elétrica
Eletropaulo;ON;ELPL3;61695227000193;Eletropaulo;Ação;BRELPLACNOR9;Utilidade pública;Energia elétrica;Energia elétrica
Eletropaulo;PN;ELPL4;61695227000193;Eletropaulo;Ação;BRELPLACNPR6;Utilidade pública;Energia elétrica;Energia elétrica
Eletropaulo;PNA;ELPL5;61695227000193;Eletropaulo;Ação;-;Utilidade pública;Energia elétrica;Energia elétrica
Eletropaulo (Old);PNB;ELPL11-old;-;Eletropaulo (Old);Ação;-;-;-;-
Eletroriver S/A;ON;26891 ON;1968293000168;Eletroriver S/A;Ação;-;-;-;-
Eletroriver S/A;PN;26891 PN;1968293000168;Eletroriver S/A;Ação;-;-;-;-
Eletrosom S/A;ON;22373 ON;22164990000136;Eletrosom S/A;Ação;-;-;-;-
Eleva;ON;ELEV3;92776665000100;Eleva;Ação;-;-;-;-
Elevad Atlas;ON;ELAT3;28986000108;Elevad Atlas;Ação;-;-;-;-
Elfa Medicamentos S/A;ON;25348 ON;9053134000145;Elfa Medicamentos S/A;Ação;-;-;-;-
Eluma;ON;ELUM3;-;Eluma;Ação;-;-;-;-
Eluma;PN;ELUM4;-;Eluma;Ação;-;-;-;-
Emae;ON;EMAE3;2302101000142;Emae;Ação;BREMAEACNOR4;Utilidade pública;Energia elétrica;Energia elétrica
Emae;PN;EMAE4;2302101000142;Emae;Ação;BREMAEACNPR1;Utilidade pública;Energia elétrica;Energia elétrica
Embpar S/A;ON;EPAR3;42331462000131;Embpar S/A;Ação;BREPARACNOR9;Bens industriais;Comércio;Material de transporte
Embpar S/A;PN;BTTL4;42331462000131;Embpar S/A;Ação;BRBTTLACNPR7;Bens industriais;Comércio;Material de transporte
Embraco;ON;EBCO3;-;Embraco;Ação;-;-;-;-
Embraco;PN;EBCO4;-;Embraco;Ação;-;-;-;-
Embraer;ON;EMBR3;7689002000189;Embraer;Ação;BREMBRACNOR4;Bens industriais;Material de transporte;Material aeronáutico e de defesa
Embraer;PN;EMBR4;7689002000189;Embraer;Ação;-;Bens industriais;Material de transporte;Material aeronáutico e de defesa
Embratel Part;ON;EBTP3;2558124000112;Embratel Part;Ação;BREBTPACNOR3;-;-;-
Embratel Part;PN;EBTP4;2558124000112;Embratel Part;Ação;BREBTPACNPR0;-;-;-
Emccamp Residencial S/A;ON;25909 ON;19403252000190;Emccamp Residencial S/A;Ação;-;-;-;-
Empr Concess da Rodov Norte S/A;ON;19011 ON;2222736000130;Empr Concess da Rodov Norte S/A;Ação;-;-;-;-
Enauta Part;ON;ENAT3;11669021000110;Enauta Part;Ação;BRENATACNOR0;Petróleo gás e biocombustíveis;Petróleo gás e biocombustíveis;Exploração refino e distribuição
Encalso Particip em Concess S/A;ON;23701 ON;21262638000170;Encalso Particip em Concess S/A;Ação;-;-;-;-
Encorpar;ON;ECPR3;1971614000183;Encorpar;Ação;BRECPRACNOR5;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Encorpar;PN;ECPR4;1971614000183;Encorpar;Ação;BRECPRACNPR2;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Energias BR;ON;ENBR3;3983431000103;Energias BR;Ação;BRENBRACNOR2;Utilidade pública;Energia elétrica;Energia elétrica
Energipar Participacoes S/A;ON;15849 ON;1414107000149;Energipar Participacoes S/A;Ação;-;-;-;-
Energipar Participacoes S/A;PN;15849 PN;1414107000149;Energipar Participacoes S/A;Ação;-;-;-;-
Energisa;ON;ENGI3;864214000106;Energisa;Ação;BRENGIACNOR0;Utilidade pública;Energia elétrica;Energia elétrica
Energisa;PN;ENGI4;864214000106;Energisa;Ação;BRENGIACNPR7;Utilidade pública;Energia elétrica;Energia elétrica
Energisa;UNT N2;ENGI11;864214000106;Energisa;Ação;BRENGICDAM16;Utilidade pública;Energia elétrica;Energia elétrica
Energisa Mt;ON;ENMT3;3467321000199;Energisa Mt;Ação;BRENMTACNOR5;Utilidade pública;Energia elétrica;Energia elétrica
Energisa Mt;PN;ENMT4;3467321000199;Energisa Mt;Ação;BRENMTACNPR2;Utilidade pública;Energia elétrica;Energia elétrica
Energisa Paraiba Dist e Energia S/A;ON;21938 ON;9095183000140;Energisa Paraiba Dist e Energia S/A;Ação;-;-;-;-
Energisa Sergipe Dist de Energia S/A;ON;18996 ON;13017462000163;Energisa Sergipe Dist de Energia S/A;Ação;-;-;-;-
Energisa Sul Sudeste Distr de Energia S/A;ON;24864 ON;7282377000120;Energisa Sul Sudeste Distr de Energia S/A;Ação;-;-;-;-
Energisa Transmissão de Energia S/A;ON;24589 ON;28201130000101;Energisa Transmissão de Energia S/A;Ação;-;-;-;-
Enersul;ON;ENER3;15413826000150;Enersul;Ação;-;-;-;-
Enersul;PNA;ENER5;15413826000150;Enersul;Ação;-;-;-;-
Enersul;PNB;ENER6;15413826000150;Enersul;Ação;-;-;-;-
Eneva;ON;ENEV3;4423567000121;Eneva;Ação;BRENEVACNOR8;Utilidade pública;Energia elétrica;Energia elétrica
Engesa;PNA;ENG5;-;Engesa;Ação;-;-;-;-
Engie Brasil;ON;EGIE3;2474103000119;Engie Brasil;Ação;BREGIEACNOR9;Utilidade pública;Energia elétrica;Energia elétrica
Engie Brasil;PNA;TBLE5;2474103000119;Engie Brasil;Ação;-;Utilidade pública;Energia elétrica;Energia elétrica
Engie Brasil;PNB;TBLE6;2474103000119;Engie Brasil;Ação;-;Utilidade pública;Energia elétrica;Energia elétrica
Enjoei;ON;ENJU3;16922038000151;Enjoei;Ação;BRENJUACNOR9;Tecnologia da informação;Programas e serviços;Programas e serviços
Entalpia Participações S/A;ON;26131 ON;32803503000191;Entalpia Participações S/A;Ação;-;-;-;-
Entrevias Concessionária de Rodov S/A;ON;24341 ON;26664057000189;Entrevias Concessionária de Rodov S/A;Ação;-;-;-;-
Environmental Esg Participações S/A;ON;26271 ON;9527023000123;Environmental Esg Participações S/A;Ação;-;-;-;-
Enxuta;PN;TRIC4;88611975000105;Enxuta;Ação;-;-;-;-
Epte;PN;EPTE4;-;Epte;Ação;-;-;-;-
Eqtl Maranhao;ON;EQMA3B;6272793000184;Eqtl Maranhao;Ação;BREQMAACNOR8;Utilidade pública;Energia elétrica;Energia elétrica
Eqtl Maranhao;PNA;EQMA5B;6272793000184;Eqtl Maranhao;Ação;BREQMAACNPA1;Utilidade pública;Energia elétrica;Energia elétrica
Eqtl Maranhao;PNB;EQMA6B;6272793000184;Eqtl Maranhao;Ação;BREQMAACNPB9;Utilidade pública;Energia elétrica;Energia elétrica
Eqtl Para;ON;EQPA3;4895728000180;Eqtl Para;Ação;BREQPAACNOR1;Utilidade pública;Energia elétrica;Energia elétrica
Eqtl Para;PNA;EQPA5;4895728000180;Eqtl Para;Ação;BREQPAACNPA4;Utilidade pública;Energia elétrica;Energia elétrica
Eqtl Para;PNB;EQPA6;4895728000180;Eqtl Para;Ação;BREQPAACNPB2;Utilidade pública;Energia elétrica;Energia elétrica
Eqtl Para;PNC;EQPA7;4895728000180;Eqtl Para;Ação;BREQPAACNPC0;Utilidade pública;Energia elétrica;Energia elétrica
Equatorial;ON;EQTL3;3220438000173;Equatorial;Ação;BREQTLACNOR0;Utilidade pública;Energia elétrica;Energia elétrica
Equatorial;PN;EQTL4;3220438000173;Equatorial;Ação;BREQTLR02OR3;Utilidade pública;Energia elétrica;Energia elétrica
Equatorial;UNT N2;EQTL11;3220438000173;Equatorial;Ação;-;Utilidade pública;Energia elétrica;Energia elétrica
Equatorial Transmissora 7 Spe S/A;ON;24457 ON;26845702000160;Equatorial Transmissora 7 Spe S/A;Ação;-;-;-;-
Equatorial Transmissora 8 Spe S/A;ON;24481 ON;27967244000102;Equatorial Transmissora 8 Spe S/A;Ação;-;-;-;-
Ericsson;ON;ERIC3;33067745000127;Ericsson;Ação;-;-;-;-
Ericsson;PN;ERIC4;33067745000127;Ericsson;Ação;-;-;-;-
Escelsa;ON;ESCE3;28152650000171;Escelsa;Ação;-;-;-;-
Espacolaser;ON;ESPA3;26659061000159;Espacolaser;Ação;BRESPAACNOR7;Consumo cíclico;Comércio;Produtos diversos
Esperanza Transmissora de Energia S/A;ON;26670 ON;20514555000169;Esperanza Transmissora de Energia S/A;Ação;-;-;-;-
Est Piaui;ON;BPIA3;-;Est Piaui;Ação;-;-;-;-
Estapar;ON;ALPK3;60537263000166;Estapar;Ação;BRALPKACNOR9;Bens industriais;Serviços diversos;Serviços diversos
Estrela;ON;ESTR3;61082004000150;Estrela;Ação;BRESTRACNOR3;Consumo cíclico;Viagens e lazer;Brinquedos e jogos
Estrela;PN;ESTR4;61082004000150;Estrela;Ação;BRESTRACNPR0;Consumo cíclico;Viagens e lazer;Brinquedos e jogos
Estteio Cia Securitizadora de Créditos;ON;24619 ON;30311067000108;Estteio Cia Securitizadora de Créditos;Ação;-;-;-;-
Eternit;ON;ETER3;61092037000181;Eternit;Ação;BRETERACNOR3;Bens industriais;Construção e engenharia;Produtos para construção
Eternit;PN;ETER4;61092037000181;Eternit;Ação;-;Bens industriais;Construção e engenharia;Produtos para construção
Eucatex;ON;EUCA3;56643018000166;Eucatex;Ação;BREUCAACNOR1;Materiais básicos;Madeira e papel;Madeira
Eucatex;PN;EUCA4;56643018000166;Eucatex;Ação;BREUCAACNPR8;Materiais básicos;Madeira e papel;Madeira
Eurofarma SA;ON;EUFA3;61190096000192;Eurofarma SA;Ação;BREUFAACNOR4;-;-;-
Even;ON;EVEN3;43470988000165;Even;Ação;BREVENACNOR8;Consumo cíclico;Construção civil;Incorporações
Evora;ON;PTPA3;91820068000172;Evora;Ação;BRPTPAACNOR1;-;-;-
Evora;PN;PTPA4;91820068000172;Evora;Ação;BRPTPAACNPR8;-;-;-
Excelsior;ON;BAUH3;95426862000197;Excelsior;Ação;BRBAUHACNOR6;Consumo não cíclico;Alimentos processados;Carnes e derivados
Excelsior;PN;BAUH4;95426862000197;Excelsior;Ação;BRBAUHACNPR3;Consumo não cíclico;Alimentos processados;Carnes e derivados
Ez Inc Incorporações Comerciais S/A;ON;25380 ON;35727157000106;Ez Inc Incorporações Comerciais S/A;Ação;-;-;-;-
Eztec;ON;EZTC3;8312229000173;Eztec;Ação;BREZTCACNOR0;Consumo cíclico;Construção civil;Incorporações
F Cataguazes;ON;FLCL3;19527639000158;F Cataguazes;Ação;-;-;-;-
F Cataguazes;PNA;FLCL5;19527639000158;F Cataguazes;Ação;-;-;-;-
F Cataguazes;PNB;FLCL6;19527639000158;F Cataguazes;Ação;-;-;-;-
F Guimaraes;ON;FGUI3;33470022000174;F Guimaraes;Ação;-;-;-;-
F Guimaraes;PN;FGUI4;33470022000174;F Guimaraes;Ação;-;-;-;-
Fab C Renaux;ON;FTRX3;82981671000145;Fab C Renaux;Ação;BRFTRXACNOR0;-;-;-
Fab C Renaux;PN;FTRX4;82981671000145;Fab C Renaux;Ação;BRFTRXACNPR7;-;-;-
Farmácia e Drogaria Nissei SA;ON;25429 ON;79430682000122;Farmácia e Drogaria Nissei SA;Ação;-;-;-;-
Felcar Securitizadora S/A;ON;24333 ON;27956690000103;Felcar Securitizadora S/A;Ação;-;-;-;-
Feniciapar S/A;ON;15024 ON;74409467000126;Feniciapar S/A;Ação;-;-;-;-
Feniciapar S/A;PN;15024 PN;74409467000126;Feniciapar S/A;Ação;-;-;-;-
Fer Demellot;ON;FLBR3;61196564000136;Fer Demellot;Ação;-;-;-;-
Fer Demellot;PN;FLBR4;61196564000136;Fer Demellot;Ação;-;-;-;-
Fer Heringer;ON;FHER3;22266175000188;Fer Heringer;Ação;BRFHERACNOR5;Materiais básicos;Químicos;Fertilizantes e defensivos
Ferbasa;ON;FESA3;15141799000103;Ferbasa;Ação;BRFESAACNOR8;Materiais básicos;Siderurgia e metalurgia;Siderurgia
Ferbasa;PN;FESA4;15141799000103;Ferbasa;Ação;BRFESAACNPR5;Materiais básicos;Siderurgia e metalurgia;Siderurgia
Ferreira Gomes Energia SA;ON;22977 ON;12489315000123;Ferreira Gomes Energia SA;Ação;-;-;-;-
Ferro Ligas;PN;CPFL4;57487142000142;Ferro Ligas;Ação;-;-;-;-
Ferrovia Norte Sul S/A;ON;21814 ON;9257877000137;Ferrovia Norte Sul S/A;Ação;-;-;-;-
Ferrovia Sul Atlantico S/A;ON;15709 ON;1258944000126;Ferrovia Sul Atlantico S/A;Ação;-;-;-;-
Ferrovia Sul Atlantico S/A;PN;15709 PN;1258944000126;Ferrovia Sul Atlantico S/A;Ação;-;-;-;-
Ferti Serrana;PN;FTSE4;-;Ferti Serrana;Ação;-;-;-;-
Fertibras;ON;FBRA3;61442109000173;Fertibras;Ação;-;-;-;-
Fertibras;PN;FBRA4;61442109000173;Fertibras;Ação;-;-;-;-
Fertisul;PN;FTSU4;-;Fertisul;Ação;-;-;-;-
Fertiza;PN;FTZA4;-;Fertiza;Ação;-;-;-;-
Fibam;ON;FBMC3;61410395000195;Fibam;Ação;BRFBMCACNOR3;Materiais básicos;Siderurgia e metalurgia;Artefatos de ferro e aço
Fibam;PN;FBMC4;61410395000195;Fibam;Ação;BRFBMCACNPR0;Materiais básicos;Siderurgia e metalurgia;Artefatos de ferro e aço
Fibra Cia Securitizadora Cred Imob;ON;19542 ON;6018000000103;Fibra Cia Securitizadora Cred Imob;Ação;-;-;-;-
Fibria;ON;FIBR3;60643228000121;Fibria;Ação;BRFIBRACNOR9;Materiais básicos;Madeira e papel;Papel e celulose
Fibria;PN;VCPA4;60643228000121;Fibria;Ação;-;Materiais básicos;Madeira e papel;Papel e celulose
Fica;ON;FIEI3;7820907000146;Fica;Ação;BRFIEIACNOR2;Consumo cíclico;Construção civil;Incorporações
Finpar Participacoes S/A;ON;23116 ON;16103773000133;Finpar Participacoes S/A;Ação;-;-;-;-
Finsbury Participações S/A;ON;23639 ON;21987030000103;Finsbury Participações S/A;Ação;-;-;-;-
Fleury;ON;FLRY3;60840055000131;Fleury;Ação;BRFLRYACNOR5;Saúde;Serviços médico-hospitalares análises e diagnósticos;Serviços médico-hospitalares análises e diagnósticos
Flex S/A;ON;FLEX3;10851805000100;Flex S/A;Ação;BRFLEXACNOR5;Bens industriais;Serviços diversos;Serviços diversos
Fluminense Refriger;ON;CFLU3;31456338000186;Fluminense Refriger;Ação;-;-;-;-
Fluminense Refriger;PN;CFLU4;31456338000186;Fluminense Refriger;Ação;-;-;-;-
Focus ON;ON;POWE3;26735020000102;Focus ON;Ação;BRPOWEACNOR0;Utilidade pública;Energia elétrica;Energia elétrica
Fornodeminas;ON;FOMS3;3870455000580;Fornodeminas;Ação;BRFOMSACNOR2;Consumo não cíclico;Alimentos processados;Alimentos diversos
Forte Capital Securities S/A;ON;22489 ON;12979898000170;Forte Capital Securities S/A;Ação;-;-;-;-
Fortunato Securitizadora S/A;ON;23566 ON;21610416000100;Fortunato Securitizadora S/A;Ação;-;-;-;-
Fourstones Participações S/A;ON;23655 ON;21987053000118;Fourstones Participações S/A;Ação;-;-;-;-
Foxfield Participações S/A;ON;23663 ON;21987041000193;Foxfield Participações S/A;Ação;-;-;-;-
Foz do Rio Claro Energia S/A;ON;26697 ON;7823262000103;Foz do Rio Claro Energia S/A;Ação;-;-;-;-
Foz do Rio Claro Energia S/A;PN;26697 PN;7823262000103;Foz do Rio Claro Energia S/A;Ação;-;-;-;-
Francesbras;ON;BFB3;-;Francesbras;Ação;-;-;-;-
Frangosul;PN;FGOS4;91374561000106;Frangosul;Ação;-;-;-;-
Fras-Le;ON;FRAS3;88610126000129;Fras-Le;Ação;BRFRASACNOR0;Bens industriais;Material de transporte;Material rodoviário
Fras-Le;PN;FRAS4;88610126000129;Fras-Le;Ação;BRFRASACNPR7;Bens industriais;Material de transporte;Material rodoviário
Frieston Participações S/A;ON;23647 ON;21987068000186;Frieston Participações S/A;Ação;-;-;-;-
Frigobras;ON;FRI3;-;Frigobras;Ação;-;-;-;-
Frigobras;PN;FRI4;-;Frigobras;Ação;-;-;-;-
Frigol Foods Participações SA;ON;02285 ON;14962356000110;Frigol Foods Participações SA;Ação;-;-;-;-
Ftl Ferrovia Trans Log S/A;ON;23370 ON;17234244000131;Ftl Ferrovia Trans Log S/A;Ação;-;-;-;-
Fulwood S/A;ON;26336 ON;17943792000130;Fulwood S/A;Ação;-;-;-;-
Futuretel;ON;FTRT3B;2465783000104;Futuretel;Ação;BRFTRTACNOR8;Financeiro;Outros;Outros
G2d Invest;A;G2DI33;38307135000177;G2d Invest;Ação;BRG2DIBDR002;Financeiro;Serviços financeiros diversos;Gestão de recursos e investimentos
Gafisa;ON;GFSA3;1545826000107;Gafisa;Ação;BRGFSAACNOR3;Consumo cíclico;Construção civil;Incorporações
Gafisa;PNA;GFSA5;1545826000107;Gafisa;Ação;-;Consumo cíclico;Construção civil;Incorporações
Gaia Agro Securitizadora S/A;ON;22764 ON;14876090000193;Gaia Agro Securitizadora S/A;Ação;-;-;-;-
Gaia Cred Securitizadora de Cred Finananceiros S/A;ON;24040 ON;20646442000117;Gaia Cred Securitizadora de Cred Finananceiros S/A;Ação;-;-;-;-
Gaia Securitizadora S/A;ON;20222 ON;7587384000130;Gaia Securitizadora S/A;Ação;-;-;-;-
Gama Part;ON;OPGM3;2796775000140;Gama Part;Ação;BROPGMACNOR6;Outros;Outros;Outros
Gavea Securitizadora S/A;ON;23418 ON;11193684000101;Gavea Securitizadora S/A;Ação;-;-;-;-
Gazola;ON;GAZO3;88611983000143;Gazola;Ação;BRGAZOACNOR0;-;-;-
Gazola;PN;GAZO4;88611983000143;Gazola;Ação;BRGAZOACNPR7;-;-;-
Generalshopp;ON;GSHP3;8764621000153;Generalshopp;Ação;BRGSHPACNOR7;Financeiro;Exploração de imóveis;Exploração de imóveis
Geodex;ON;AMRI3;2808710000178;Geodex;Ação;-;-;-;-
Geodex;PNC;AMRI7;2808710000178;Geodex;Ação;-;-;-;-
Geodex;PND;AMRI8;2808710000178;Geodex;Ação;-;-;-;-
Geodex;PNE;AMRI11;2808710000178;Geodex;Ação;-;-;-;-
Ger Paranap;ON;GEPA3;2998301000181;Ger Paranap;Ação;BRGEPAACNOR2;Utilidade pública;Energia elétrica;Energia elétrica
Ger Paranap;PN;GEPA4;2998301000181;Ger Paranap;Ação;BRGEPAACNPR9;Utilidade pública;Energia elétrica;Energia elétrica
Geral de Concreto;PN;EMXS4;60405446000128;Geral de Concreto;Ação;-;-;-;-
Gerdau;ON;GGBR3;33611500000119;Gerdau;Ação;BRGGBRACNOR1;Materiais básicos;Siderurgia e metalurgia;Siderurgia
Gerdau;PN;GGBR4;33611500000119;Gerdau;Ação;BRGGBRACNPR8;Materiais básicos;Siderurgia e metalurgia;Siderurgia
Gerdau Met;ON;GOAU3;92690783000109;Gerdau Met;Ação;BRGOAUACNOR1;Materiais básicos;Siderurgia e metalurgia;Siderurgia
Gerdau Met;PN;GOAU4;92690783000109;Gerdau Met;Ação;BRGOAUACNPR8;Materiais básicos;Siderurgia e metalurgia;Siderurgia
Geru Sec de Cred Financeiros S/A;ON;24538 ON;21976484000189;Geru Sec de Cred Financeiros S/A;Ação;-;-;-;-
Getnet BR;ON;GETT3;10440482000154;Getnet BR;Ação;BRGETTACNOR4;Financeiro;Serviços financeiros diversos;Serviços financeiros diversos
Getnet BR;PN;GETT4;10440482000154;Getnet BR;Ação;BRGETTACNPR1;Financeiro;Serviços financeiros diversos;Serviços financeiros diversos
Getnet BR;UNT;GETT11;10440482000154;Getnet BR;Ação;BRGETTCDAM17;Financeiro;Serviços financeiros diversos;Serviços financeiros diversos
Getninjas;ON;NINJ3;14127813000151;Getninjas;Ação;BRNINJACNOR5;Tecnologia da informação;Programas e serviços;Programas e serviços
Glasslite;PN;GLAS4;61338042000121;Glasslite;Ação;-;-;-;-
Gol;ON;GOLL3;6164253000187;Gol;Ação;BRGOLLACNOR7;Bens industriais;Transporte;Transporte aéreo
Gol;PN;GOLL4;6164253000187;Gol;Ação;BRGOLLACNPR4;Bens industriais;Transporte;Transporte aéreo
GP Invest;A;GPIV33;7857850000150;GP Invest;Ação;BRGPIVBDR003;Financeiro;Serviços financeiros diversos;Gestão de recursos e investimentos
Gpr - Pinheiro & Rinaldo Capital S/A;ON;23876 ON;21903297000175;Gpr - Pinheiro & Rinaldo Capital S/A;Ação;-;-;-;-
Gps;ON;GGPS3;9229201000130;Gps;Ação;BRGGPSACNOR9;Bens industriais;Serviços diversos;Serviços diversos
Granbio Investimentos S/A;ON;25321 ON;14191427000129;Granbio Investimentos S/A;Ação;-;-;-;-
Granja Faria S/A;ON;27219 ON;81616807000155;Granja Faria S/A;Ação;-;-;-;-
Granoleo;ON;GRNL3;88925029000125;Granoleo;Ação;-;-;-;-
Granoleo;PN;GRNL4;88925029000125;Granoleo;Ação;-;-;-;-
Grazziotin;ON;CGRA3;92012467000170;Grazziotin;Ação;BRCGRAACNOR2;Consumo cíclico;Comércio;Tecidos vestuário e calçados
Grazziotin;PN;CGRA4;92012467000170;Grazziotin;Ação;BRCGRAACNPR9;Consumo cíclico;Comércio;Tecidos vestuário e calçados
Grendene;ON;GRND3;89850341000160;Grendene;Ação;BRGRNDACNOR3;Consumo cíclico;Tecidos vestuário e calçados;Calçados
Grucai;ON;GRUC3;1258945000170;Grucai;Ação;BRGRUCACNOR0;Financeiro;Outros;Outros
Grucai;PNB;GRUC6;1258945000170;Grucai;Ação;BRGRUCACNPB1;Financeiro;Outros;Outros
Grupo Fartura de Hortifrut S/A;ON;26166 ON;4972092000122;Grupo Fartura de Hortifrut S/A;Ação;-;-;-;-
Grupo Mateus;ON;GMAT3;24990777000109;Grupo Mateus;Ação;BRGMATACNOR7;Consumo não cíclico;Comércio e distribuição;Alimentos
Grupo Natura;ON;NTCO3;32785497000197;Grupo Natura;Ação;BRNTCOACNOR5;Consumo não cíclico;Produtos de uso pessoal e de limpeza;Produtos de uso pessoal
Grupo Sbf;ON;SBFG3;13217485000111;Grupo Sbf;Ação;BRSBFGACNOR1;Consumo cíclico;Comércio;Produtos diversos
Grupo Soma;ON;SOMA3;10285590000108;Grupo Soma;Ação;BRSOMAACNOR3;Consumo cíclico;Comércio;Tecidos vestuário e calçados
Gsh Corp Participações S/A;ON;26603 ON;8397078000101;Gsh Corp Participações S/A;Ação;-;-;-;-
Gsh Corp Participações S/A;PN;26603 PN;8397078000101;Gsh Corp Participações S/A;Ação;-;-;-;-
Gtd Partic;ON;GTDP3B;649881000176;Gtd Partic;Ação;BRGTDPACNOR4;-;-;-
Gtd Partic;PN;GTDP4B;649881000176;Gtd Partic;Ação;BRGTDPACNPR1;-;-;-
Guarani;ON;ACGU3;47080619000117;Guarani;Ação;-;-;-;-
Guararapes;ON;GUAR3;8402943000152;Guararapes;Ação;BRGUARACNOR4;Consumo cíclico;Comércio;Tecidos vestuário e calçados
Guararapes;PN;GUAR4;8402943000152;Guararapes;Ação;BRGUARACNPR1;Consumo cíclico;Comércio;Tecidos vestuário e calçados
Guararapes Painéis S/A;ON;26115 ON;8810422000134;Guararapes Painéis S/A;Ação;-;-;-;-
Guardian Companhia Securitizadora;ON;24562 ON;30788149000148;Guardian Companhia Securitizadora;Ação;-;-;-;-
GVT Holding;ON;GVTT3;3420904000164;GVT Holding;Ação;-;-;-;-
Habirasec Securitizadora S/A;ON;21628 ON;9304427000158;Habirasec Securitizadora S/A;Ação;-;-;-;-
Habitasul;ON;HBTS3;87762563000103;Habitasul;Ação;BRHBTSACNOR0;Financeiro;Exploração de imóveis;Exploração de imóveis
Habitasul;PNA;HBTS5;87762563000103;Habitasul;Ação;BRHBTSACNPA3;Financeiro;Exploração de imóveis;Exploração de imóveis
Habitasul;PNB;HBTS6;87762563000103;Habitasul;Ação;BRHBTSACNPB1;Financeiro;Exploração de imóveis;Exploração de imóveis
Haga S/A;ON;HAGA3;30540991000166;Haga S/A;Ação;BRHAGAACNOR7;Bens industriais;Construção e engenharia;Produtos para construção
Haga S/A;PN;HAGA4;30540991000166;Haga S/A;Ação;BRHAGAACNPR4;Bens industriais;Construção e engenharia;Produtos para construção
Hapvida;ON;HAPV3;5197443000138;Hapvida;Ação;BRHAPVACNOR4;Saúde;Serviços médico-hospitalares análises e diagnósticos;Serviços médico-hospitalares análises e diagnósticos
Harpia Part;ON;HPIA3;13407573000186;Harpia Part;Ação;BRHPIAACNOR1;-;-;-
Hauscenter S/A;ON;14850 ON;56444250000175;Hauscenter S/A;Ação;-;-;-;-
Hbr Realty;ON;HBRE3;14785152000151;Hbr Realty;Ação;BRHBREACNOR4;Financeiro;Exploração de imóveis;Exploração de imóveis
Helbor;ON;HBOR3;49263189000102;Helbor;Ação;BRHBORACNOR3;Consumo cíclico;Construção civil;Incorporações
Hercules;ON;HETA3;92749225000163;Hercules;Ação;BRHETAACNOR2;Consumo cíclico;Utilidades domésticas;Utensílios domésticos
Hercules;PN;HETA4;92749225000163;Hercules;Ação;BRHETAACNPR9;Consumo cíclico;Utilidades domésticas;Utensílios domésticos
Hering Text;PN;HGTX4-old;-;Hering Text;Ação;-;-;-;-
Hidrovias;ON;HBSA3;12648327000153;Hidrovias;Ação;BRHBSAACNOR0;Bens industriais;Transporte;Transporte hidroviário
Hlasa Participações S/A;ON;25364 ON;39393829000137;Hlasa Participações S/A;Ação;-;-;-;-
Hmobi S/A;ON;HMOB3;40159947000164;Hmobi S/A;Ação;BRHMOBACNOR4;Bens industriais;Transporte;Serviços de apoio e armazenagem
Holding do Araguaia S/A;ON;26565 ON;18903785000178;Holding do Araguaia S/A;Ação;-;-;-;-
Holding Verzani e Sandrini S/A;ON;26689 ON;23864409000151;Holding Verzani e Sandrini S/A;Ação;-;-;-;-
