NAME,CLASS,CODE,CNPJ,STOCK_TYPE,ISIN,SETOR(BOVESPA),SUBSETOR(BOVESPA),SEGMENTO(BOVESPA),CVM_CODE,CVM_STATUS,CVM_FIRM_TYPE,FIRM_NAME,SOURCE_ECONOMATICA,SOURCE_CVM,SOURCE_BRFIN
ELETROBRAS,ON;PNA;PNB,ELET3;ELET5;ELET6,00.001.180/0001-26,AÇÃO,BRELETACNOR6;BRELETACNPA9;BRELETACNPB7,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,002437,Concedido em 28/01/1971,CIAS ABERTAS,CENTRAIS ELETRICAS BRASILEIRAS SA,True,True,False
ELETROMIDIA,ON,ELMD3,09.347.516/0001-81,AÇÃO,BRELMDACNOR3,COMUNICAÇÕES,MÍDIA,PUBLICIDADE E PROPAGANDA,025569,Concedido em 11/02/2021,CIAS ABERTAS,ELETROMIDIA S.A.,True,True,False
ELETRON,ON,ETRO3B,00.514.998/0001-42,AÇÃO,BRETROACNOR2,OUTROS,OUTROS,OUTROS,016209,Cancelado em 07/02/2020,CIAS ABERTAS,ELETRON SA,True,True,False
ELETROPAR,ON,LIPR3,01.104.937/0001-70,AÇÃO,BRLIPRACNOR7,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,015784,Concedido em 30/09/1996,CIAS ABERTAS,ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR,True,True,False
ELETROPAULO,ON;PN;PNA,ELPL3;ELPL4;ELPL5,61.695.227/0001-93,AÇÃO,BRELPLACNOR9;BRELPLACNPR6;-,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,014176,Concedido em 19/08/1993,CIAS ABERTAS,ELETROPAULO METROP. ELET. SAO PAULO S.A.,True,True,False
ELETROPAULO (OLD),PNB,ELPL11-OLD,ELPL11-OLD,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
ELEVA,ON,ELEV3,92.776.665/0001-00,AÇÃO,-,-,-,-,012238,Cancelado em 16/04/2008,CIAS ABERTAS,ELEVA ALIMENTOS S/A,True,True,False
ELEVAD ATLAS,ON,ELAT3,00.028.986/0001-08,AÇÃO,-,-,-,-,015598,Cancelado em 06/10/2003,CIAS ABERTAS,ELEVADORES ATLAS SCHINDLER SA,True,True,False
ELUMA,ON,ELUM3,ELUM3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
ELUMA,PN,ELUM4,ELUM4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
EMAE,ON;PN,EMAE3;EMAE4,02.302.101/0001-42,AÇÃO,BREMAEACNOR4;BREMAEACNPR1,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,016993,Concedido em 27/03/1998,CIAS ABERTAS,EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.,True,True,False
EMBPAR S/A,ON;PN,EPAR3;BTTL4,42.331.462/0001-31,AÇÃO,BREPARACNOR9;BRBTTLACNPR7,BENS INDUSTRIAIS,COMÉRCIO,MATERIAL DE TRANSPORTE,015458,Concedido em 14/03/1996,CIAS ABERTAS,EMBPAR PARTICIPAÇÕES S/A,True,True,False
EMBRACO,ON,EBCO3,EBCO3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
EMBRACO,PN,EBCO4,EBCO4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
EMBRAER,ON;PN,EMBR3;EMBR4,07.689.002/0001-89,AÇÃO,BREMBRACNOR4;-,BENS INDUSTRIAIS,MATERIAL DE TRANSPORTE,MATERIAL AERONÁUTICO E DE DEFESA,020087,Concedido em 23/05/2006,CIAS ABERTAS,EMBRAER S.A.,True,True,False
EMBRATEL PART,ON;PN,EBTP3;EBTP4,02.558.124/0001-12,AÇÃO,BREBTPACNOR3;BREBTPACNPR0,-,-,-,017647,Cancelado em 31/12/2014,CIAS ABERTAS,EMBRATEL PARTICIPAÇÕES SA,True,True,False
ENAUTA PART,ON,ENAT3,11.669.021/0001-10,AÇÃO,BRENATACNOR0,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,EXPLORAÇÃO REFINO E DISTRIBUIÇÃO,022365,Concedido em 02/02/2011,CIAS ABERTAS,ENAUTA PARTICIPAÇÕES S.A.,True,True,False
ENCORPAR,ON;PN,ECPR3;ECPR4,01.971.614/0001-83,AÇÃO,BRECPRACNOR5;BRECPRACNPR2,CONSUMO CÍCLICO,TECIDOS VESTUÁRIO E CALÇADOS,FIOS E TECIDOS,016497,Cancelado em 29/04/2022,CIAS ABERTAS,"EMP.NAC. DE COMÉRCIO, RÉDITO E PART. S.A. - ENCORPAR",True,True,False
ENERGIAS BR,ON,ENBR3,03.983.431/0001-03,AÇÃO,BRENBRACNOR2,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,019763,Concedido em 05/07/2005,CIAS ABERTAS,EDP ENERGIAS DO BRASIL S/A,True,True,False
ENERGISA,ON;PN;UNT N2,ENGI3;ENGI4;ENGI11,00.864.214/0001-06,AÇÃO,BRENGIACNOR0;BRENGIACNPR7;BRENGICDAM16,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,015253,Concedido em 20/12/1995,CIAS ABERTAS,ENERGISA SA,True,True,False
ENERGISA MT,ON;PN,ENMT3;ENMT4,03.467.321/0001-99,AÇÃO,BRENMTACNOR5;BRENMTACNPR2,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,014605,Concedido em 25/10/1994,CIAS ABERTAS,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,True,True,False
ENERSUL,ON;PNA;PNB,ENER3;ENER5;ENER6,15.413.826/0001-50,AÇÃO,-,-,-,-,005576,Concedido em 28/08/1981,CIAS ABERTAS,ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,True,True,False
ENEVA,ON,ENEV3,04.423.567/0001-21,AÇÃO,BRENEVACNOR8,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,021237,Concedido em 07/12/2007,CIAS ABERTAS,ENEVA S.A.,True,True,False
ENGESA,PNA,ENG5,ENG5,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
ENGIE BRASIL,ON;PNA;PNB,EGIE3;TBLE5;TBLE6,02.474.103/0001-19,AÇÃO,BREGIEACNOR9;-,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,017329,Concedido em 28/05/1998,CIAS ABERTAS,ENGIE BRASIL ENERGIA S.A.,True,True,False
ENJOEI,ON,ENJU3,16.922.038/0001-51,AÇÃO,BRENJUACNOR9,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,025259,Concedido em 05/11/2020,CIAS ABERTAS,ENJOEI S.A.,True,True,False
ENXUTA,PN,TRIC4,88.611.975/0001-05,AÇÃO,-,-,-,-,012211,Cancelado em 23/04/1998,CIAS ABERTAS,ENXUTA SA,True,True,False
EPTE,PN,EPTE4,EPTE4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
EQTL MARANHAO,ON;PNA;PNB,EQMA3B;EQMA5B;EQMA6B,06.272.793/0001-84,AÇÃO,BREQMAACNOR8;BREQMAACNPA1;BREQMAACNPB9,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,016608,Concedido em 13/11/1997,CIAS ABERTAS,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.,True,True,False
EQTL PARA,ON;PNA;PNB;PNC,EQPA3;EQPA5;EQPA6;EQPA7,04.895.728/0001-80,AÇÃO,BREQPAACNOR1;BREQPAACNPA4;BREQPAACNPB2;BREQPAACNPC0,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,018309,Concedido em 14/06/1999,CIAS ABERTAS,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,True,True,False
EQUATORIAL,ON;PN;UNT N2,EQTL3;EQTL4;EQTL11,03.220.438/0001-73,AÇÃO,BREQTLACNOR0;BREQTLR02OR3;-,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,020010,Concedido em 30/03/2006,CIAS ABERTAS,EQUATORIAL ENERGIA S/A,True,True,False
ERICSSON,ON;PN,ERIC3;ERIC4,33.067.745/0001-27,AÇÃO,-,-,-,-,005690,Cancelado em 30/03/2001,CIAS ABERTAS,ERICSSON TELECOMUNICACOES SA,True,True,False
ESCELSA,ON,ESCE3,28.152.650/0001-71,AÇÃO,-,-,-,-,015342,Concedido em 19/01/1996,CIAS ABERTAS,EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.,True,True,False
ESPACOLASER,ON,ESPA3,26.659.061/0001-59,AÇÃO,BRESPAACNOR7,CONSUMO CÍCLICO,COMÉRCIO,PRODUTOS DIVERSOS,025445,Concedido em 28/01/2021,CIAS ABERTAS,MPM CORPÓREOS S.A.,True,True,False
EST PIAUI,ON,BPIA3,BPIA3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
ESTAPAR,ON,ALPK3,60.537.263/0001-66,AÇÃO,BRALPKACNOR9,BENS INDUSTRIAIS,SERVIÇOS DIVERSOS,SERVIÇOS DIVERSOS,024953,Concedido em 13/05/2020,CIAS ABERTAS,"ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.",True,True,False
ESTRELA,ON;PN,ESTR3;ESTR4,61.082.004/0001-50,AÇÃO,BRESTRACNOR3;BRESTRACNPR0,CONSUMO CÍCLICO,VIAGENS E LAZER,BRINQUEDOS E JOGOS,008427,Concedido em 28/06/1968,CIAS ABERTAS,MANUFATURA DE  BRINQUEDOS ESTRELA SA,True,True,False
ETERNIT,ON;PN,ETER3;ETER4,61.092.037/0001-81,AÇÃO,BRETERACNOR3;-,BENS INDUSTRIAIS,CONSTRUÇÃO E ENGENHARIA,PRODUTOS PARA CONSTRUÇÃO,005762,Concedido em 17/11/1970,CIAS ABERTAS,ETERNIT S.A.- EM RECUPERAÇÃO JUDICIAL,True,True,False
EUCATEX,ON;PN,EUCA3;EUCA4,56.643.018/0001-66,AÇÃO,BREUCAACNOR1;BREUCAACNPR8,MATERIAIS BÁSICOS,MADEIRA E PAPEL,MADEIRA,005770,Concedido em 20/08/1969,CIAS ABERTAS,EUCATEX S.A. INDUSTRIA E COMERCIO,True,True,False
EUROFARMA SA,ON,EUFA3,61.190.096/0001-92,AÇÃO,BREUFAACNOR4,-,-,-,026700,Concedido em 28/03/2022,CIAS ABERTAS,EUROFARMA LABORATÓRIOS S.A.,True,True,False
EVEN,ON,EVEN3,43.470.988/0001-65,AÇÃO,BREVENACNOR8,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,020524,Concedido em 02/03/2007,CIAS ABERTAS,EVEN CONSTRUTORA E INCORPORADORA S/A,True,True,False
EVORA,ON;PN,PTPA3;PTPA4,91.820.068/0001-72,AÇÃO,BRPTPAACNOR1;BRPTPAACNPR8,-,-,-,-,-,-,-,True,False,False
EXCELSIOR,ON;PN,BAUH3;BAUH4,95.426.862/0001-97,AÇÃO,BRBAUHACNOR6;BRBAUHACNPR3,CONSUMO NÃO CÍCLICO,ALIMENTOS PROCESSADOS,CARNES E DERIVADOS,001570,Concedido em 20/07/1977,CIAS ABERTAS,EXCELSIOR ALIMENTOS SA.,True,True,False
EZTEC,ON,EZTC3,08.312.229/0001-73,AÇÃO,BREZTCACNOR0,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,020770,Concedido em 15/06/2007,CIAS ABERTAS,EZ TEC EMPREEND. E PARTICIPAÇÕES S/A,True,True,False
F CATAGUAZES,ON;PNA;PNB,FLCL3;FLCL5;FLCL6,19.527.639/0001-58,AÇÃO,-,-,-,-,003271,Concedido em 17/12/1969,CIAS ABERTAS,ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A,True,True,False
F GUIMARAES,ON;PN,FGUI3;FGUI4,33.470.022/0001-74,AÇÃO,-,-,-,-,004138,Cancelado em 04/01/2011,CIAS ABERTAS,MASSA FALIDA DE COMPANHIA TEXTIL FERREIRA GUIMARAES,True,True,False
FAB C RENAUX,ON;PN,FTRX3;FTRX4,82.981.671/0001-45,AÇÃO,BRFTRXACNOR0;BRFTRXACNPR7,-,-,-,005827,Cancelado em 07/01/2016,CIAS ABERTAS,MASSA FALIDA DA FÁBRICA DE TECIDOS CARLOS RENAUX S.A.,True,True,False
FER DEMELLOT,ON;PN,FLBR3;FLBR4,61.196.564/0001-36,AÇÃO,-,-,-,-,005924,Cancelado em 09/07/2012,CIAS ABERTAS,FERRAGENS DEMELLOT S/A,True,True,False
FER HERINGER,ON,FHER3,22.266.175/0001-88,AÇÃO,BRFHERACNOR5,MATERIAIS BÁSICOS,QUÍMICOS,FERTILIZANTES E DEFENSIVOS,020621,Concedido em 10/04/2007,CIAS ABERTAS,FERTILIZANTES HERINGER S.A.,True,True,False
FERBASA,ON;PN,FESA3;FESA4,15.141.799/0001-03,AÇÃO,BRFESAACNOR8;BRFESAACNPR5,MATERIAIS BÁSICOS,SIDERURGIA E METALURGIA,SIDERURGIA,003069,Concedido em 28/02/1961,CIAS ABERTAS,CIA FERRO LIGAS BAHIA FERBASA,True,True,False
FERRO LIGAS,PN,CPFL4,57.487.142/0001-42,AÇÃO,-,-,-,-,003808,Cancelado em 23/12/2002,CIAS ABERTAS,COMPANHIA PAULISTA FERRO LIGAS,True,True,False
FERTI SERRANA,PN,FTSE4,FTSE4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
FERTIBRAS,ON;PN,FBRA3;FBRA4,61.442.109/0001-73,AÇÃO,-,-,-,-,005940,Cancelado em 11/01/2007,CIAS ABERTAS,FERTIBRAS SA,True,True,False
FERTISUL,PN,FTSU4,FTSU4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
FERTIZA,PN,FTZA4,FTZA4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
FIBAM,ON;PN,FBMC3;FBMC4,61.410.395/0001-95,AÇÃO,BRFBMCACNOR3;BRFBMCACNPR0,MATERIAIS BÁSICOS,SIDERURGIA E METALURGIA,ARTEFATOS DE FERRO E AÇO,006017,Cancelado em 24/06/2021,CIAS ABERTAS,FIBAM CIA INDUSTRIAL - EM RECUPERAÇÃO JUDICIAL,True,True,False
FIBRIA,ON;PN,FIBR3;VCPA4,60.643.228/0001-21,AÇÃO,BRFIBRACNOR9;-,MATERIAIS BÁSICOS,MADEIRA E PAPEL,PAPEL E CELULOSE,012793,Cancelado em 01/04/2019,CIAS ABERTAS,FIBRIA CELULOSE S.A.,True,True,False
FICA,ON,FIEI3,07.820.907/0001-46,AÇÃO,BRFIEIACNOR2,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,020630,Concedido em 16/04/2007,CIAS ABERTAS,FICA EMPREENDIMENTOS IMOBILIARIOS S.A.,True,True,False
FLEURY,ON,FLRY3,60.840.055/0001-31,AÇÃO,BRFLRYACNOR5,SAÚDE,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,021881,Concedido em 14/12/2009,CIAS ABERTAS,FLEURY SA,True,True,False
FLEX S/A,ON,FLEX3,10.851.805/0001-00,AÇÃO,BRFLEXACNOR5,BENS INDUSTRIAIS,SERVIÇOS DIVERSOS,SERVIÇOS DIVERSOS,024350,Cancelado em 26/09/2023,CIAS ABERTAS,FLEX GESTAO DE RELACIONAMENTOS SA EM RECUPERACAO JUDICIAL,True,True,False
FLUMINENSE REFRIGER,ON;PN,CFLU3;CFLU4,31.456.338/0001-86,AÇÃO,-,-,-,-,003263,Cancelado em 06/01/2006,CIAS ABERTAS,COMPANHIA FLUMINENSE DE REFRIGERANTES,True,True,False
FOCUS ON,ON,POWE3,26.735.020/0001-02,AÇÃO,BRPOWEACNOR0,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,025488,Cancelado em 04/02/2022,CIAS ABERTAS,FOCUS ENERGIA HOLDING PARTICIPAÇÕES S.A.,True,True,False
FORNODEMINAS,ON,FOMS3,03.870.455/0005-80,AÇÃO,BRFOMSACNOR2,CONSUMO NÃO CÍCLICO,ALIMENTOS PROCESSADOS,ALIMENTOS DIVERSOS,023736,Cancelado em 07/03/2018,CIAS ABERTAS,FORNO DE MINAS ALIMENTOS S.A.,True,True,False
FRANCESBRAS,ON,BFB3,BFB3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
FRANGOSUL,PN,FGOS4,91.374.561/0001-06,AÇÃO,-,-,-,-,011967,Cancelado em 21/12/1999,CIAS ABERTAS,FRANGOSUL SA AGRO AVICOLA INDL,True,True,False
FRAS-LE,ON;PN,FRAS3;FRAS4,88.610.126/0001-29,AÇÃO,BRFRASACNOR0;BRFRASACNPR7,BENS INDUSTRIAIS,MATERIAL DE TRANSPORTE,MATERIAL RODOVIÁRIO,006211,Concedido em 20/07/1977,CIAS ABERTAS,FRAS-LE SA,True,True,False
FRIGOBRAS,ON,FRI3,FRI3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
FRIGOBRAS,PN,FRI4,FRI4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
FUTURETEL,ON,FTRT3B,02.465.783/0001-04,AÇÃO,BRFTRTACNOR8,FINANCEIRO,OUTROS,OUTROS,017388,Cancelado em 14/12/2022,CIAS ABERTAS,FUTURETEL S.A. - EM LIQUIDAÇÃO,True,True,False
G2D INVEST,A,G2DI33,38.307.135/0001-77,AÇÃO,BRG2DIBDR002,FINANCEIRO,SERVIÇOS FINANCEIROS DIVERSOS,GESTÃO DE RECURSOS E INVESTIMENTOS,-,-,-,-,True,False,False
GAFISA,ON;PNA,GFSA3;GFSA5,01.545.826/0001-07,AÇÃO,BRGFSAACNOR3;-,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,016101,Concedido em 21/02/1997,CIAS ABERTAS,GAFISA SA,True,True,False
GAMA PART,ON,OPGM3,02.796.775/0001-40,AÇÃO,BROPGMACNOR6,OUTROS,OUTROS,OUTROS,017965,Concedido em 01/12/1998,CIAS ABERTAS,GAMA PARTICIPAÇÕES S.A.,True,True,False
GAZOLA,ON;PN,GAZO3;GAZO4,88.611.983/0001-43,AÇÃO,BRGAZOACNOR0;BRGAZOACNPR7,-,-,-,006378,Cancelado em 07/05/2012,CIAS ABERTAS,GAZOLA SA INDÚSTRIA METALURGICA,True,True,False
GENERALSHOPP,ON,GSHP3,08.764.621/0001-53,AÇÃO,BRGSHPACNOR7,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,021008,Concedido em 26/07/2007,CIAS ABERTAS,GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.,True,True,False
GEODEX,ON;PNC;PND;PNE,AMRI3;AMRI7;AMRI8;AMRI11,02.808.710/0001-78,AÇÃO,-,-,-,-,018031,Cancelado em 28/04/2008,CIAS ABERTAS,GEODEX COMMUNICATIONS S.A.,True,True,False
GER PARANAP,ON;PN,GEPA3;GEPA4,02.998.301/0001-81,AÇÃO,BRGEPAACNOR2;BRGEPAACNPR9,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,018368,Concedido em 14/07/1999,CIAS ABERTAS,RIO PARANAPANEMA ENERGIA SA,True,True,False
GERAL DE CONCRETO,PN,EMXS4,60.405.446/0001-28,AÇÃO,-,-,-,-,005630,Cancelado em 30/12/2002,CIAS ABERTAS,GERAL DE CONCRETO S/A,True,True,False
GERDAU,ON;PN,GGBR3;GGBR4,33.611.500/0001-19,AÇÃO,BRGGBRACNOR1;BRGGBRACNPR8,MATERIAIS BÁSICOS,SIDERURGIA E METALURGIA,SIDERURGIA,003980,Concedido em 03/09/1980,CIAS ABERTAS,GERDAU S.A.,True,True,False
GERDAU MET,ON;PN,GOAU3;GOAU4,92.690.783/0001-09,AÇÃO,BRGOAUACNOR1;BRGOAUACNPR8,MATERIAIS BÁSICOS,SIDERURGIA E METALURGIA,SIDERURGIA,008656,Concedido em 17/05/1968,CIAS ABERTAS,METALURGICA GERDAU SA,True,True,False
GETNET BR,ON;PN;UNT,GETT3;GETT4;GETT11,10.440.482/0001-54,AÇÃO,BRGETTACNOR4;BRGETTACNPR1;BRGETTCDAM17,FINANCEIRO,SERVIÇOS FINANCEIROS DIVERSOS,SERVIÇOS FINANCEIROS DIVERSOS,026140,Cancelado em 28/12/2022,CIAS ABERTAS,GETNET ADQUIRÊNCIA E SERVIÇOS PARA MEIOS DE PAGAMENTO S.A.,True,True,False
GETNINJAS,ON,NINJ3,14.127.813/0001-51,AÇÃO,BRNINJACNOR5,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,025887,Concedido em 13/05/2021,CIAS ABERTAS,GETNINJAS S.A.,True,True,False
GLASSLITE,PN,GLAS4,61.338.042/0001-21,AÇÃO,-,-,-,-,006483,Cancelado em 16/04/1998,CIAS ABERTAS,GLASSLITE SA IND DE PLASTICOS,True,True,False
GOL,ON;PN,GOLL3;GOLL4,06.164.253/0001-87,AÇÃO,BRGOLLACNOR7;BRGOLLACNPR4,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE AÉREO,019569,Concedido em 09/06/2004,CIAS ABERTAS,GOL LINHAS AEREAS INTELIGENTES SA,True,True,False
GP INVEST,A,GPIV33,07.857.850/0001-50,AÇÃO,BRGPIVBDR003,FINANCEIRO,SERVIÇOS FINANCEIROS DIVERSOS,GESTÃO DE RECURSOS E INVESTIMENTOS,-,-,-,-,True,False,False
GPS,ON,GGPS3,09.229.201/0001-30,AÇÃO,BRGGPSACNOR9,BENS INDUSTRIAIS,SERVIÇOS DIVERSOS,SERVIÇOS DIVERSOS,025712,Concedido em 20/04/2021,CIAS ABERTAS,GPS PARTICIPAÇÕES E EMPREENDIMENTOS S/A,True,True,False
GRANOLEO,ON;PN,GRNL3;GRNL4,88.925.029/0001-25,AÇÃO,-,-,-,-,006572,Cancelado em 05/03/2008,CIAS ABERTAS,GRANOLEO SA CI SEMS OLEAGS DER,True,True,False
GRAZZIOTIN,ON;PN,CGRA3;CGRA4,92.012.467/0001-70,AÇÃO,BRCGRAACNOR2;BRCGRAACNPR9,CONSUMO CÍCLICO,COMÉRCIO,TECIDOS VESTUÁRIO E CALÇADOS,004537,Concedido em 31/01/1979,CIAS ABERTAS,GRAZZIOTIN SA,True,True,False
GRENDENE,ON,GRND3,89.850.341/0001-60,AÇÃO,BRGRNDACNOR3,CONSUMO CÍCLICO,TECIDOS VESTUÁRIO E CALÇADOS,CALÇADOS,019615,Concedido em 26/10/2004,CIAS ABERTAS,GRENDENE SA,True,True,False
GRUCAI,ON;PNB,GRUC3;GRUC6,01.258.945/0001-70,AÇÃO,BRGRUCACNOR0;BRGRUCACNPB1,FINANCEIRO,OUTROS,OUTROS,015695,Cancelado em 16/08/2019,CIAS ABERTAS,GRUÇAI PARTICIPAÇÕES SA,True,True,False
GRUPO MATEUS,ON,GMAT3,24.990.777/0001-09,AÇÃO,BRGMATACNOR7,CONSUMO NÃO CÍCLICO,COMÉRCIO E DISTRIBUIÇÃO,ALIMENTOS,025186,Concedido em 08/10/2020,CIAS ABERTAS,GRUPO MATEUS S.A.,True,True,False
GRUPO NATURA,ON,NTCO3,32.785.497/0001-97,AÇÃO,BRNTCOACNOR5,CONSUMO NÃO CÍCLICO,PRODUTOS DE USO PESSOAL E DE LIMPEZA,PRODUTOS DE USO PESSOAL,024783,Concedido em 25/09/2019,CIAS ABERTAS,NATURA & CO HOLDING S.A.,True,True,False
GRUPO SBF,ON,SBFG3,13.217.485/0001-11,AÇÃO,BRSBFGACNOR1,CONSUMO CÍCLICO,COMÉRCIO,PRODUTOS DIVERSOS,024694,Concedido em 15/04/2019,CIAS ABERTAS,GRUPO SBF S.A.,True,True,False
GRUPO SOMA,ON,SOMA3,10.285.590/0001-08,AÇÃO,BRSOMAACNOR3,CONSUMO CÍCLICO,COMÉRCIO,TECIDOS VESTUÁRIO E CALÇADOS,025011,Concedido em 29/07/2020,CIAS ABERTAS,GRUPO DE MODA SOMA S.A.,True,True,False
GTD PARTIC,ON;PN,GTDP3B;GTDP4B,00.649.881/0001-76,AÇÃO,BRGTDPACNOR4;BRGTDPACNPR1,-,-,-,014915,Cancelado em 07/04/2015,CIAS ABERTAS,GTD PARTICIPACOES SA,True,True,False
GUARANI,ON,ACGU3,47.080.619/0001-17,AÇÃO,-,-,-,-,020940,Cancelado em 13/08/2010,CIAS ABERTAS,AÇUCAR GUARANI S/A,True,True,False
GUARARAPES,ON;PN,GUAR3;GUAR4,08.402.943/0001-52,AÇÃO,BRGUARACNOR4;BRGUARACNPR1,CONSUMO CÍCLICO,COMÉRCIO,TECIDOS VESTUÁRIO E CALÇADOS,004669,Concedido em 16/10/1958,CIAS ABERTAS,GUARARAPES CONFECÇÕES SA,True,True,False
GVT HOLDING,ON,GVTT3,03.420.904/0001-64,AÇÃO,-,-,-,-,020117,Cancelado em 07/05/2010,CIAS ABERTAS,GVT HOLDING S/A,True,True,False
HABITASUL,ON;PNA;PNB,HBTS3;HBTS5;HBTS6,87.762.563/0001-03,AÇÃO,BRHBTSACNOR0;BRHBTSACNPA3;BRHBTSACNPB1,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,003298,Concedido em 19/04/1982,CIAS ABERTAS,COMPANHIIA HABITASUL DE PARTICIPAÇÕES,True,True,False
HAGA S/A,ON;PN,HAGA3;HAGA4,30.540.991/0001-66,AÇÃO,BRHAGAACNOR7;BRHAGAACNPR4,BENS INDUSTRIAIS,CONSTRUÇÃO E ENGENHARIA,PRODUTOS PARA CONSTRUÇÃO,013366,Concedido em 01/09/1988,CIAS ABERTAS,HAGA S.A. INDÚSTRIA E COMÉRCIO,True,True,False
HAPVIDA,ON,HAPV3,05.197.443/0001-38,AÇÃO,BRHAPVACNOR4,SAÚDE,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,024392,Concedido em 20/04/2018,CIAS ABERTAS,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,True,True,False
HARPIA PART,ON,HPIA3,13.407.573/0001-86,AÇÃO,BRHPIAACNOR1,-,-,-,022578,Cancelado em 07/06/2016,CIAS ABERTAS,HARPIA ÔMEGA PARTICIPAÇÕES S.A.,True,True,False
HBR REALTY,ON,HBRE3,14.785.152/0001-51,AÇÃO,BRHBREACNOR4,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,025402,Concedido em 18/12/2020,CIAS ABERTAS,HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,True,True,False
HELBOR,ON,HBOR3,49.263.189/0001-02,AÇÃO,BRHBORACNOR3,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,020877,Concedido em 09/07/2007,CIAS ABERTAS,HELBOR EMPREENDIMENTOS S/A,True,True,False
